"","1","2","3","4","5","6","7","8","9","10","11","12","13"
"328","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","325199","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","325199","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","325199","325192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","325199","325192","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","325199","325192","325132","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","325199","325411","325192","325132",NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","325199","325132","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","325199","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","325199","325320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","325199","325132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","325199","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","325199","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","325199","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","325199","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","325199","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","325199","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","325411","325199","325132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","325199","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","325414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","325411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","325412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","339113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","339113","325412","339114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","325311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","325311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","325312","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","212391","325312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","325312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","325191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","325613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","325191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","325132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","325132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","325131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","325131","325510","325998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","325510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","325510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","325510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","325510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","332999","325131","325510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","339942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","325520","325510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","325910","325998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","325998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","325199","325620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","325620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","325620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","325620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","325611","325620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","325620","325998","325611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","325611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","325613","325611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","325613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","325612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","325612","325611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","339942","339114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","311514","325520","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","311999","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","325998","325520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","311222","325998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","311221","325520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","325520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","325920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","325920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","325920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","325998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","325998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","325998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","325992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","325992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","325992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","990000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","990000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","990000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","325992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","327999","335991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","325998","325131","327992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","325191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","322110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","325191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","325191","325211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","325191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","325320","325611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","325613","325998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","325998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","325998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","325998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","325998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","325510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","325188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","327124","327125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","325192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","334413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","324110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","325998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","325412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","325412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","325199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","325211","325212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","325211","325212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","325211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","325211","325212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","325211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","325211","325212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","325211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","325211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","325211","325212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","325211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","325211","325212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","325199","325211","325920","325212",NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","325199","325212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","325211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","326121","339920","326199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","326121","326122","326220","326199","311611",NA,NA,NA,NA,NA,NA,NA,NA
"462","326192","322222","326199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","322222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","326113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","326199","326112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","326191","326199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","326199","322223","326160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","326199","314129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","326199","337920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","326199","339920","315999","316992","339999","339913","339991","326220","323118",NA,NA,NA,NA
"471","113210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","325212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","326299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","326299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","326211","326299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","326299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","326299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","326220","336340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","326220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","326211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","326212","920000","326211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","326211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","326299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","339113","315999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","326299","339991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","326299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","311611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","311611","316110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","311611","316110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","316110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","316110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","316110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","316110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","316110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","316110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","316110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","316999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","316991","316992","316993","339920","314999","326199",NA,NA,NA,NA,NA,NA,NA
"501","315292","339920","315992","315999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","316999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","316999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","339999","339113","339920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","112930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","316110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","315292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","113310","321113","321999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","325191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","321114","113310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","113310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","321999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","321113","321114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","321113","321114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","321212","321211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","321113","321918","321999","321213",NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","321219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","321219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","321211","321212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","321113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","321920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","321920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","321999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","321911","321918","321213","321113","321214",NA,NA,NA,NA,NA,NA,NA,NA
"527","321999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","321999","321920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","321999","321918","337920","321113","321213","339995",NA,NA,NA,NA,NA,NA,NA
"530","321999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","321999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","321999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","321999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","321999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","321999","339920","316991","316993","316992",NA,NA,NA,NA,NA,NA,NA,NA
"536","322110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","322110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","322110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","322110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","322110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","322110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","322122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","990000","322121","322233","322122",NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","322121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","322121","322130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","322130","322121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","322121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","322121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","322211","322121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","339944","322121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","322121","322299","322233","322130","322222",NA,NA,NA,NA,NA,NA,NA,NA
"553","322121","322130","322222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","322121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","322299","322121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","322222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","326192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","339944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","322232","322233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","322291","315999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","322215","322211","322212","322224","322223","323118","322299","322214","322213",NA,NA,NA,NA
"562","323118","323116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","323119","322222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","322214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","322222","322299","323119","322121","322233","322215","327999","339991",NA,NA,NA,NA,NA
"566","323117","323119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","323119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","339932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","323119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","323119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","990000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","323119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","323119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","323119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","323119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","323119","920000","323116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","112990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","112990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","112990","313312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","112410","311611","313312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","112420","112920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","313312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","111920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","313312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","313113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","111998","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","111998","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","111998","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","111998","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","111335","314999","111998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","313113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","325222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","325221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","339920","325222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","325221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","325222","325221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","325222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","325221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","325222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","325221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","325222","325221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","313312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","313312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","313113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","313111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
