"","1","2","3","4","5","6","7","8","9","10","11","12","13"
"952","333515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","332212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","332211","339912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","332211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","332211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","332211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","339912","332211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","332510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","332510","337920","337127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","332999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","337214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","323118","331222","332618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","332999","339912","339911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","332999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","339993","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","332115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","339950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","333992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","332410","333999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","332410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","333414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","332410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","333999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","333611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","336412","920000","333618","33631X",NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","333618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","336412","33631X","333618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","333611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","336412","333611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","336415","336412","333995","333911","333996","333999","333111",NA,NA,NA,NA,NA,NA
"982","333913","333911","333618","33631X","333120","333996",NA,NA,NA,NA,NA,NA,NA
"983","333912","333415","336391","335211","333618","33631X","336311","333412","339992",NA,NA,NA,NA
"984","333415","336391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","333414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","333994","333294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","335222","333415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","335228","333414","339113","333111","333999","333291","333294","332410","333319","333220","333991",".",NA
"989","333292","333291","333220","333999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","333111","335224","333999","336399","333415","333411",NA,NA,NA,NA,NA,NA,NA
"991","335228","333993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","333997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","339999","333912","333298","333111","333999","333295",NA,NA,NA,NA,NA,NA,NA
"994","333923","333921","333999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","333923","333924","333120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","333924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","333921","333922","333131","333120","333999","333132","333994",NA,NA,NA,NA,NA,NA
"998","333120","920000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","333120","333111","333131","333132",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","333923","333120","333924","333921","333922","333132","333131",NA,NA,NA,NA,NA,NA
"1001","333111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","333111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","333111","333294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","333294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005","333111","333120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006","333294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","333294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008","333291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","333293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","333291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","333293","323122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","333293","333313","333292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","333292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014","333292","333111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","333292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016","333292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","333292","333111","339993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","333292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","335224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","335224","333292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","333999","339993","337129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","333999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023","333298","331511","333513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","333516","331511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","333512","333295","333999","335999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","333512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","333512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","333512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","333512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","333512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","333513","333295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","333513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","333999","333295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","333210","333999","333295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","333515","333514","333999","333210","333512","333513","333295",NA,NA,NA,NA,NA,NA
"1036","333991","333131","333913","333120","333111",NA,NA,NA,NA,NA,NA,NA,NA
"1037","333992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038","333313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","333313","334119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","334111","334119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","333313","334119","339942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","333313","334119","334418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","333120","333131","333999","333298",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","333999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","333311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","333220","333295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","333999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","333120","333294","333210","333513","333999","333415","335228","333319","333295",".","333132","333995","335999"
"1049","333511","332997","333295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","332911","332912","332913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","332991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052","33631X","333618","333613","332991","333612","336399","332510",NA,NA,NA,NA,NA,NA
"1053","339991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054","333999","339991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055","335312","333612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","335312","333611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","335312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","335311","334416","334419","327113","334418","334413",NA,NA,NA,NA,NA,NA,NA
"1059","332999","327113","335314","335999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060","335912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","335911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","333991","333111","335211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","335212","335228","335211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","335211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","336322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066","336321","335999","334511","336322","336399",NA,NA,NA,NA,NA,NA,NA,NA
"1067","335129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068","333994","333319","333991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","332212","333992","335999","333295",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","335228","335211","335221","335999","334418",NA,NA,NA,NA,NA,NA,NA,NA
"1071","334210","334418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072","334310","334210","334418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","334310","333313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074","333313","334210","334310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","334310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076","334419","334418","333313","334210",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","334613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078","334612","334613","990000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","334220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","334511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","334310","334220","334290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082","334310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","334220","334310","334416","334511","334419","334418",".",NA,NA,NA,NA,NA,NA
"1084","334290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085","334290","334419",".","335999","334220","334511","334418",NA,NA,NA,NA,NA,NA
"1086","335999","334414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","334415","335931","335314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","334412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","335313","334417","335314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","335313","334417","336321","335314","335931","335932",NA,NA,NA,NA,NA,NA,NA
"1091","335313","335314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092","335313","335931","334417","335314","334418",NA,NA,NA,NA,NA,NA,NA,NA
"1093","335110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","334411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","334413","334419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096","334413","334418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","335999","333295","334515","333999","334418","334511",NA,NA,NA,NA,NA,NA,NA
"1098","331491","331422","331319","335929","336322","335921",NA,NA,NA,NA,NA,NA,NA
"1099","335991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","327212","327113","326199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","327113","326199","327212","335932",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","335999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","336510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","336510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","336510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","336510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","336510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","336510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","336510","331511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","334290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","332420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","333111","336120","333120","920000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","336120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","336214","336111","336213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","333120","336120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","333120","333132","336120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","336120","336111","333120","333111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","336211","336214","333120","333111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","336370","336399","336360","336214","336340","336350","333120","333111","336330","336211",NA,NA,NA
"1120","333924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","336992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","336991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","336991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","339113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","336991","339113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","339932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","336214","321991","336212","333924","333111","336399","332510",NA,NA,NA,NA,NA,NA
"1128","336411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","336411","334220","336414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","336413","334220","336419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","336413","335999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","336611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","336611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","326299","336612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","336611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","336611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","336611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","326299","332420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","327215","339115","333314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","333314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","339115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","339115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","333314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","333315","335110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","333315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","333315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","333315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","333315","333295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","333314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","334516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","333314","335999","339115","332510",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","334511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","334519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","334519","333997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","334519","333295","334119","332212",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","334510","334418","339112","339114",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","339112","335999","339113","335211","339999",NA,NA,NA,NA,NA,NA,NA,NA
"1160","339920","339113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","339113","339112","339114","334510",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","334517","334290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","334519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","339112","334519","334513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","334513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","334516","333315","334418","334519",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","334514","334515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","334514","334513","334515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","334519","334515","334418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","333999","334515","333314","334516",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","334512","334513","336322","334419",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","334513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","334518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","334518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","334518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","334518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","334518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","334518","334514","332510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","335314","334518","334512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","334518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","334518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","334518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","334518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","334518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","339911","339914","316993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","334518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","339992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","339992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","339992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","339992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","339992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","339992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","339992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","339999","339992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","339999","339992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","332994","336992","332995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","332994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","332994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200","332994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","332994","332995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","332992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","332211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","336360","337127","337121","337124","316110","337215",NA,NA,NA,NA,NA,NA,NA
"1205","339114","334519","337127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206","337214","337124","337215","337127","337211","337110","315999","327212",NA,NA,NA,NA,NA
"1207","337910","314999","314129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","335121","335129","339950","327212",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","321992","332311","326199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","339932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","339931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","339932","339931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","339932","339920","339999","323119",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","327212","339999","322299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","339920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","339920","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","335228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","325998","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","339994","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","316993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","339993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","339993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","339941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","339942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","339942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","339943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","339944","339943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","339999","339911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","321999","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","339999","339993","326199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","339999","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","332439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236","920000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","920000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238","920000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","920000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","920000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","920000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
